,State,Hotel Name,Price
1092,Utah,"Motel 6 Lehi, UT - Thanksgiving Point",£43
1093,Utah,"Motel 6 Saint George, UT",£43
1094,Utah,The Monticello Inn,£43
1095,Utah,"Motel 6 Ogden, UT- Downtown",£43
1096,Utah,Country Inn Beaver Utah,£43
1097,Utah,The Cowboy Bunkhouse,£44
1098,Utah,Howard Johnson by Wyndham St. George Hotel & Suites,£44
1099,Utah,Red Lion Hotel and Conference Center St. George,£45
1100,Utah,Super 8 by Wyndham Logan,£46
1101,Vermont,My Cousins Place,£51
1102,Vermont,Turn of River Lodge,£56
1103,Vermont,The Upper Pass Lodge,£71
1104,Vermont,Hotel Coolidge,£71
1105,Vermont,Quality Inn Colchester - Burlington,£72
1106,Vermont,The Putney Inn,£79
1107,Vermont,Rodeway Inn,£75
1108,Vermont,Colonial Motel and Spa,£83
1109,Vermont,The Covered Bridge Inn,£85
1110,Vermont,Super 8 by Wyndham White River Junction,£83
1111,Vermont,Hampton Inn Burlington - Colchester,£86
1112,Vermont,Best Western Plus Windjammer Inn & Conference Center,£89
1113,Vermont,Best Western Bennington,£89
1114,Vermont,Pine Crest Motel & Cabins,£92
1115,Vermont,Smart Suites on the Hill,£92
1116,Vermont,The Brandon Inn,£101
1117,Vermont,DoubleTree by Hilton Hotel Burlington Vermont,£94
1118,Vermont,Mountain Valley Retreat,£96
1119,Vermont,La Quinta Inn & Suites by Wyndham Williston Burlington,£98
1120,Vermont,Comfort Inn & Suites,£98
1121,Vermont,Econo Lodge,£99
1122,Vermont,Green Mountain Suites Hotel,£108
1123,Vermont,Quality Inn Shelburne - Burlington,£99
1124,Vermont,Cozy Downtown Apartment In Bennington,£108
1125,Vermont,Delta Hotels by Marriott Burlington,£100
1126,Virginia,Howard Johnson by Wyndham Virginia Beach At The Beach,£41
1127,Virginia,Aqua Vista Resort Hotel,£44
1128,Virginia,Travelodge by Wyndham Virginia Beach,£45
1129,Virginia,Ambassadors Inn & Suites,£48
1130,Virginia,Oceans 2700,£50
1131,Virginia,Alamar Resort Inn,£51
1132,Virginia,Magnuson Hotel Virginia Beach,£53
1133,Virginia,Cerca Del Mar Motel,£55
1134,Virginia,Seashire Inn & Suites,£56
1135,Virginia,Travelodge by Wyndham Virginia Beach Bay Beach,£57
1136,Virginia,SureStay Hotel by Best Western Virginia Beach Royal Clipper,£58
1137,Virginia,Blue Marlin Motel,£58
1138,Virginia,Knights Inn Virginia Beach Lynnhaven,£59
1139,Virginia,Marjac Suites Virginia Beach Oceanfront,£60
1140,Virginia,Days Inn by Wyndham Virginia Beach Town Center,£62
1141,Virginia,Ramada by Wyndham Virginia Beach,£63
1142,Virginia,Red Roof PLUS & Suites Virginia Beach - Seaside,£65
1143,Virginia,Ocean Cove Motel,£65
1144,Virginia,Red Roof Inn Virginia Beach,£66
1145,Virginia,Econo Lodge Inn & Suites I-64 & US 13,£67
1146,Virginia,Travelodge by Wyndham Suites Virginia Beach Oceanfront,£67
1147,Virginia,La Quinta by Wyndham Virginia Beach,£68
1148,Virginia,Ocean Resort,£68
1149,Virginia,Sun & Sand Resort Oceanfront Suites,£69
1150,Virginia,Econo Lodge Town Center,£69
1151,Washington,U Street Capsule Hostel,£217
1152,Washington,Morton st,£389
1153,Washington,Duo Housing,£712
1154,Washington,Duo Nomad,£801
1155,Washington,Melrose Georgetown Hotel,"£1,456"
1156,Washington,The Eldon Luxury Suites,"£3,565"
1157,Washington,Budget Inn Temple Hills,£96
1158,Washington,"Walk2Metro's,DCGem,Private,Wifi, FreeParking","£1,188"
1159,Washington,"Walk2Metro's,DCGem,Private,Wifi, FreeParking","£1,452"
1160,Washington,"CLARENDON,SUPRLOCATION,8ppl,PRIVATE,METRO,PARK","£1,754"
1161,Washington,"Home near DCA Airport, Mall & Metro","£1,804"
1162,Washington,The Westin Crystal City Reagan National Airport,"£2,996"
1163,Washington,West Tower,£48
1164,Washington,Premier National Harbor House,£80
1165,Washington,"4 bed 3 bath Villa in Silver Spring near Washington, DC",£178
1166,Washington,"MCM w HotTub, Metro, Games, Grill, Tons of Space",£217
1167,Washington,Budget Inn Falls Church,£226
1168,Washington,Red Roof Inn PLUS+ Washington DC - Alexandria,£257
1169,Washington,Red Roof Inn PLUS+ Washington DC - Oxon Hill,£259
1170,Washington,"Motel 6-Springfield, DC - Washington Southwest",£321
1171,Washington,Best Western Springfield,£321
1172,Washington,Comfort Inn,£321
1173,Washington,Beautiful Modern 4bed/2.5bath House,£321
1174,Washington,Comfort Inn,£347
1175,Washington,Econo Lodge Metro,£374
1176,West+Virginia,Comfy Room,£36
1177,West+Virginia,Travelodge by Wyndham Parkersburg,£41
1178,West+Virginia,Red Roof Inn Dunbar,£43
1179,West+Virginia,Econo Lodge,£44
1180,West+Virginia,"Motel 6 Williamstown, WV",£44
1181,West+Virginia,Travelodge by Wyndham Beckley,£46
1182,West+Virginia,Abrams Creek Campground,£47
1183,West+Virginia,Quality Express Inn & Suites,£47
1184,West+Virginia,Lafayette Inn,£47
1185,West+Virginia,Microtel Inn & Suites By Wyndham Mineral Wells/Parkersburg,£48
1186,West+Virginia,Days Inn by Wyndham Fairmont,£49
1187,West+Virginia,"OYO Hotel Chapmanville Inn, WV - Hwy 119",£49
1188,West+Virginia,Super 8 by Wyndham Fairmont,£49
1189,West+Virginia,Quality Inn,£49
1190,West+Virginia,Super 8 by Wyndham Wheeling WV,£50
1191,West+Virginia,Super 8 by Wyndham Bridgeport/Clarksburg Area,£51
1192,West+Virginia,Smart Extended Stay,£51
1193,West+Virginia,Howard Johnson by Wyndham Beckley,£52
1194,West+Virginia,St. Mary’s Motel,£52
1195,West+Virginia,The Inn At Plantation,£53
1196,West+Virginia,Hotel M Morgantown - WVU Area,£53
1197,West+Virginia,Days Inn & Suites by Wyndham Bridgeport - Clarksburg,£53
1198,West+Virginia,Suburban Studios Triadelphia - Wheeling at The Highlands,£54
1199,West+Virginia,Microtel Inn & Suites Beckley East,£55
1200,West+Virginia,"Motel 6 Hurricane, WV",£55
1201,Wisconsin,Rosewood Garden,£54
1202,Wisconsin,Ramada by Wyndham Wisconsin Dells I-90,£55
1203,Wisconsin,Econo Lodge Inn & Suites,£55
1204,Wisconsin,MT. OLYMPUS WATER PARK AND THEME PARK RESORT,£57
1205,Wisconsin,Sleep Inn & Suites,£58
1206,Wisconsin,The VUE Boutique Hotel & Boathouse,£60
1207,Wisconsin,Woodside Dells Hotel & Suites,£62
1208,Wisconsin,Quality Inn & Suites Wisconsin Dells Downtown - Waterparks Area,£62
1209,Wisconsin,Super 8 by Wyndham Wisconsin Dells,£63
1210,Wisconsin,Natura Treescape Resort,£66
1211,Wisconsin,White Rose Inns & Motel,£72
1212,Wisconsin,AmericInn by Wyndham Wisconsin Dells,£73
1213,Wisconsin,"avid hotel Wisconsin Dells Lake Delton, an IHG Hotel",£77
1214,Wisconsin,La Quinta Inn & Suites by Wyndham Wisconsin Dells- Lake Delton,£78
1215,Wisconsin,Tru By Hilton Wisconsin Dells,£79
1216,Wisconsin,SpringHill Suites by Marriott Wisconsin Dells,£82
1217,Wisconsin,"Holiday Inn Express Wisconsin Dells, an IHG Hotel",£83
1218,Wisconsin,Hilton Garden Inn Wisconsin Dells,£85
1219,Wisconsin,Wingate by Wyndham Wisconsin Dells Waterpark,£87
1220,Wisconsin,Hampton Inn and Suites at Wisconsin Dells Lake Delton,£87
1221,Wisconsin,"Atlantis Family Waterpark Hotel, Ascend Hotel Collection",£89
1222,Wisconsin,Fairfield Inn & Suites by Marriott Wisconsin Dells,£90
1223,Wisconsin,Bakers Sunset Bay Resort,£94
1224,Wisconsin,Best Western Ambassador Inn & Suites,£100
1225,Wisconsin,"Staybridge Suites - Wisconsin Dells - Lake Delton, an IHG Hotel",£102
1226,Wyoming,Big Horn Motel,£35
1227,Wyoming,Prairie Inn,£43
1228,Wyoming,Alamo Inn & Suites,£43
1229,Wyoming,Lava Mountain Lodge,£43
1230,Wyoming,Quality Inn Evanston near Wyoming Downs,£44
1231,Wyoming,Affordable Inns Evanston,£46
1232,Wyoming,Motel 8 Rock Springs,£46
1233,Wyoming,National 9 Inn Gillette,£46
1234,Wyoming,Budget Inn Laramie,£47
1235,Wyoming,The Budget Inn Express,£50
1236,Wyoming,Days Inn by Wyndham Gillette,£50
1237,Wyoming,Super 8 by Wyndham Powell,£50
1238,Wyoming,Royal Inn Casper,£51
1239,Wyoming,Motel 7 Rawlins,£51
1240,Wyoming,Quality Inn Sheridan I-90,£51
1241,Wyoming,Quality Inn,£52
1242,Wyoming,Riverton Inn & Suites Riverton,£52
1243,Wyoming,Cheyenne Motel,£52
1244,Wyoming,Cheyenne Guest Inn,£54
1245,Wyoming,Super 8 by Wyndham Gillette,£54
1246,Wyoming,"Motel 6-Wheatland, WY",£54
1247,Wyoming,Super 8 by Wyndham Cheyenne WY,£54
1248,Wyoming,Econo Lodge,£55
1249,Wyoming,Baymont by Wyndham Sheridan,£55
1250,Wyoming,Super 8 by Wyndham Green River,£55
